OBJECTID,F5_Digit_NTD_ID,NTDID5,Legacy_NTD_ID,Agency_Name,Reporter_Acronym,Doing_Business_As,Reporter_Status,Reporter_Type,Reporting_Module,Organization_Type,Reported_By_NTD_ID,Reported_by_Name,Subrecipient_Type,FY_End_Date,Original_Due_Date,Address_Line_1,Address_Line_2,PO_Box,City,State,Zip_Code,Zip_Code_Ext,Region,URL,FTA_Recipient_ID,Service_Area_Sq_Miles,Service_Area_Pop,Primary_UZA,UZA_Name,Tribal_Area_Name,Density,Sq_Miles,Required_Reporter,VOMS_DO,VOMS_PT,Total_VOMS,Volunteer_Drivers,Personal_Vehicles,MSGUSPS,MSG2KX,LON,LAT,NTMParticipation
61,239,00239,0T34,Ketchikan Indian Community, , ,Active,Reduced Reporter,Tribal,Tribe, , , ,12/31/2016 0:00,4/30/2017 0:00,615 Stedman, , ,Ketchikan,AK,99901, ,10,n/a,7287,0,0,0,Alaska Non-UZA,"Ketchikan ANVSA, AK",0,0, ,5, ,5, , ,90% Overall probable correctness,** Street-Level Rooftop **,-131.6421,55.34183,Yet To Be Contacted
62,247,00247,0T29,Native Village of Noatak,NNV, ,Active,Reduced Reporter,Tribal,Tribe, , , ,6/30/2016 0:00,10/31/2016 0:00,#5 Swamp Street, ,24,Noatak,AK,99761, ,10,http://www.maniilaq.org/,7186,0,0,0,Alaska Non-UZA,"Noatak ANVSA, AK",0,0, ,1, ,1, , ,Street not found,**  Centroid Lat/Long   **,-157.9591,66.8684,Yet To Be Contacted
63,263,00263,0T38,Nooksack Indian Tribe,NIT, ,Active,Reduced Reporter,Tribal,Tribe, , , ,12/31/2016 0:00,4/30/2017 0:00,NIT Planning Department, 4975 Deming Road, ,Deming,WA,98244,157,10,http://www.nooksacktribe.org/,7176,0,0,0,Washington Non-UZA,"Nooksack Reservation and Off-Reservation Trust Land, WA",0,0, ,0, ,0, , ,100% Overall probable correctness,** Street-Level Rooftop **,-122.218069,48.823889,Yet To Be Contacted
64,271,00271,0T41,Nome Eskimo Community,NEC, ,Active,Reduced Reporter,Tribal,Tribe, , , ,9/30/2016 0:00,1/31/2017 0:00,200 W. 5th Avenue, ,1090,Nome,AK,99762, ,10, ,6985,0,0,0,Alaska Non-UZA,"Nome ANVSA, AK",0,0, ,1, ,1, , ,Street not found,**  Centroid Lat/Long   **,-165.4664,64.6685,Yet To Be Contacted
65,279,00279,0T40,Hydaburg Cooperative Association, , ,Active,Reduced Reporter,Tribal,Tribe, , , ,12/31/2016 0:00,4/30/2017 0:00, , ,349,Hydaburg,AK,99922, ,10,www.hydatribe.org/transportation.hotmail, ,0,0,0,Alaska Non-UZA,"Hydaburg ANVSA, AK",0,0, ,2, ,2, , ,Insufficient or Blank address,**  Centroid Lat/Long   **,-132.4997,55.5118,Yet To Be Contacted
66,400,00400, ,Gwichyaa Zhee Tribal Transit Service, , ,Active,Reduced Reporter,Tribal,Tribe, , , ,9/30/2016 0:00,1/31/2017 0:00,3rd & Alder Street, ,126,Fort Yukon,AK,99740, ,10, ,6983,0,0,0,Alaska Non-UZA,"Fort Yukon ANVSA, AK",0,0, ,1, ,1, , ,Street not found,**  Centroid Lat/Long   **,-144.5877,66.5772,Yet To Be Contacted
67,401,00401, ,Lower Elwha Klallam Tribe,LEKT, ,Active,Reduced Reporter,Tribal,Tribe, , , ,9/30/2016 0:00,1/31/2017 0:00,2851 Lower Elwha Road, , ,Port Angeles,WA,98363, ,10,www.elwha.org, ,0,0,0,Washington Non-UZA,"Lower Elwha Reservation and Off-Reservation Trust Land, WA",0,0, ,1, ,1, , ,100% Overall probable correctness,** Street-Level Rooftop **,-123.553737,48.144422,Yet To Be Contacted
68,407,00407, ,Muckleshoot Indian Tribe,MIT, ,Active,Reduced Reporter,Tribal,Tribe, , , ,12/31/2016 0:00,4/30/2017 0:00,390156 172nd Ave SE, , ,Auburn,WA,98092, ,10,http://www.muckleshoot.nsn.us/, ,0,0,14,"Seattle, WA","Muckleshoot Reservation and Off-Reservation Trust Land, WA",3028,1010, ,0, ,0, , ,100% Overall probable correctness,** Street-Level Rooftop **,-122.112434,47.251318,Yet To Be Contacted
69,10001,10001,1001,Rhode Island Public Transit Authority,RIPTA, ,Active,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service, , , ,6/30/2016 0:00,10/31/2016 0:00,705 Elmwood Ave, , ,Providence,RI,2907, ,1,http://www.RIPTA.com/,1388,1436,1048319,39,"Providence, RI-MA", ,2185,545,Y,274,17,291, , ,100% Overall probable correctness,** Street-Level Rooftop **,-71.42352,41.792638,Yet To Be Contacted
70,10002,10002,1002,Manchester Transit Authority,MTA, ,Active,Reduced Reporter,Urban,Independent Public Agency or Authority of Transit Service, , , ,6/30/2016 0:00,10/31/2016 0:00,110 Elm Street, , ,Manchester,NH,3101,2799,1,http://www.mtabus.org/,1387,63,135366,209,"Manchester, NH", ,1838,86,Y,17, ,17, , ,100% Overall probable correctness,** Street-Level Rooftop **,-71.463273,42.978421,Yet To Be Contacted
71,10004,10004,1004,Brockton Area Transit Authority,BAT, ,Active,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service, , , ,6/30/2016 0:00,10/31/2016 0:00,155 Court Street, , ,Brockton,MA,2302,4608,1,http://www.ridebat.com/,1370,86,254648,10,"Boston, MA-NH-RI", ,2232,1873,Y,0,86,86, , ,100% Overall probable correctness,** Street-Level Rooftop **,-71.014565,42.085767,Yet To Be Contacted
72,10008,10008,1008,Pioneer Valley Transit Authority,PVTA, ,Active,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service, , , ,6/30/2016 0:00,10/31/2016 0:00,2808 Main Street, , ,Springfield,MA,1107, ,1,http://www.pvta.com/,1379,302,551543,65,"Springfield, MA-CT", ,1783,349,Y,0,264,264, , ,100% Overall probable correctness,** Street-Level Rooftop **,-72.607116,42.116631,Yet To Be Contacted
73,10014,10014,1014,Worcester Regional Transit Authority,WRTA, ,Active,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service, , , ,6/30/2016 0:00,10/31/2016 0:00,60 Foster Street, , ,Worcester,MA,1608, ,1,http://www.therta.com/,1380,866,479329,81,"Worcester, MA-CT", ,1600,304,Y,54,49,103, , ,100% Overall probable correctness,** Street-Level Rooftop **,-71.798018,42.26422,Yet To Be Contacted
74,10015,10015,1015,Lewiston-Auburn Transit Committee,LATC, ,Active,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation", , , ,9/30/2016 0:00,1/31/2017 0:00,125 Manley Road, , ,Auburn,ME,4210, ,1,http://www.purplebus.org/, ,19,46052,446,"Lewiston, ME", ,1678,35,Y,0,9,9, , ,100% Overall probable correctness,** Street-Level Rooftop **,-70.259581,44.078541,Yet To Be Contacted
75,10016,10016,1016,Greater Portland Transit District,METRO, ,Active,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service, , , ,12/31/2016 0:00,4/30/2017 0:00,114 Valley Street, , ,Portland,ME,4102,3039,1,http://www.gpmetrobus.com/,1348,58,100001,177,"Portland, ME", ,1500,136,Y,26, ,26, , ,100% Overall probable correctness,** Street-Level Rooftop **,-70.277544,43.64728,Yet To Be Contacted
76,10017,10017,1017,Greater Hartford Transit District,GHTD, ,Active,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service, , , ,6/30/2016 0:00,10/31/2016 0:00,One Union Place, , ,Hartford,CT,6103, ,1,http://www.hartfordtransit.org/,1335,620,1249265,47,"Hartford, CT", ,1792,516,Y,0,143,143, , ,100% Overall probable correctness,** Street-Level Rooftop **,-72.681497,41.768782,Yet To Be Contacted
77,10040,10040,1040,Southeast Area Transit,SEAT, ,Active,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service, , , ,6/30/2016 0:00,10/31/2016 0:00,21 Route 12, , ,Preston,CT,6365, ,1,http://www.seatbus.com/,1340,305,158629,174,"Norwich-New London, CT-RI", ,1376,152,Y,18,5,23, , ,100% Overall probable correctness,** Street-Level Rooftop **,-72.071234,41.490427,Yet To Be Contacted
78,10042,10042,1042,Valley Transit District,VTD, ,Active,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service, , , ,6/30/2016 0:00,10/31/2016 0:00,41 Main Street, , ,Derby,CT,6418, ,1,http://www.valleytransit.org/,1859,58,88364,48,"Bridgeport-Stamford, CT-NY", ,1981,466,Y,12, ,12, , ,100% Overall probable correctness,** Street-Level Rooftop **,-73.084442,41.319716,Yet To Be Contacted
79,10045,10045,1045,Connecticut Department of Transportation - CTTransit New Britain -Dattco.,CDOT CTTransit DATTCO, ,Active,Full Reporter,Urban,Private Provider Reporting on Behalf of a Public Entity, , , ,6/30/2016 0:00,10/31/2016 0:00,583 South Street, , ,New Britain,CT,6051, ,1,http://www.dattco.com/, ,13,73941,47,"Hartford, CT", ,1792,516,Y,0,23,23, , ,100% Overall probable correctness,** Street-Level Rooftop **,-72.753353,41.653915,Yet To Be Contacted
80,10049,10049,1049,The Greater New Haven Transit District,GNHTD, ,Active,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service, , , ,6/30/2016 0:00,10/31/2016 0:00,840 Sherman Avenue, , ,Hamden,CT,6514, ,1,http://www.gnhtd.org/,1337,197,451486,72,"New Haven, CT", ,1839,306,Y,82, ,82, , ,100% Overall probable correctness,** Street-Level Rooftop **,-72.915023,41.400829,Yet To Be Contacted
81,10050,10050,1050,Greater Bridgeport Transit Authority,GBT, ,Active,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service, , , ,6/30/2016 0:00,10/31/2016 0:00,One Cross Street, , ,Bridgeport,CT,6610, ,1,http://www.gogbt.com/,1752,104,349751,48,"Bridgeport-Stamford, CT-NY", ,1981,466,Y,43,21,64, , ,100% Overall probable correctness,** Street-Level Rooftop **,-73.160184,41.186607,Yet To Be Contacted
82,10051,10051,1051,Housatonic Area Regional Transit,HARTransit, ,Active,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service, , , ,6/30/2016 0:00,10/31/2016 0:00,62 Federal Road, , ,Danbury,CT,6810, ,1,http://www.hartransit.com/,1754,124,154855,201,"Danbury, CT-NY", ,1277,132,Y,43, ,43, , ,100% Overall probable correctness,** Street-Level Rooftop **,-73.429859,41.406772,Yet To Be Contacted
83,10053,10053,1053,Cape Ann Transportation Authority,CATA, ,Active,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service, , , ,6/30/2016 0:00,10/31/2016 0:00,3 Pond Road, ,780,Gloucester,MA,1931,780,1,www.canntran.com,1372,80,54099,10,"Boston, MA-NH-RI", ,2232,1873,Y,0,19,19, , ,100% Overall probable correctness,** Street-Level Rooftop **,-70.638084,42.629575,Yet To Be Contacted
84,10055,10055,1055,Connecticut Department of Transportation - CTTRANSIT New Haven Division,CTTRANSIT, ,Active,Full Reporter,Urban,State Government Unit or Department of Transportation, , , ,6/30/2016 0:00,10/31/2016 0:00,100 Leibert Road, ,66,Hartford,CT,6141,66,1,http://www.cttransit.com/,5152,456,531314,72,"New Haven, CT", ,1839,306,Y,98, ,98, , ,100% Overall probable correctness,** Street-Level Rooftop **,-72.65772,41.784427,Yet To Be Contacted
85,10056,10056,1056,Connecticut Department of Transportation - CTTRANSIT Stamford Division,CTTransit, ,Active,Full Reporter,Urban,State Government Unit or Department of Transportation, , , ,6/30/2016 0:00,10/31/2016 0:00,100 Leibert Road, ,66,Hartford,CT,6141,66,1,http://www.cttransit.com/,5152,133,281327,48,"Bridgeport-Stamford, CT-NY", ,1981,466,Y,42, ,42, , ,100% Overall probable correctness,** Street-Level Rooftop **,-72.65772,41.784427,Yet To Be Contacted
86,10063,10063,1063,Middletown Transit District,MTD, ,Active,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service, , , ,6/30/2016 0:00,10/31/2016 0:00,340 Main Street, , ,Middletown,CT,6457, ,1,http://www.middletownareatransit.org/,1336,193,90320,47,"Hartford, CT", ,1792,516,Y,16, ,16, , ,100% Overall probable correctness,** Street-Level Rooftop **,-72.650176,41.561507,Yet To Be Contacted
87,10069,10069,1069,"Regional Transportation Program, Inc.",RTP, ,Active,Reduced Reporter,Urban,Private-Non-Profit Corporation, , , ,9/30/2016 0:00,1/31/2017 0:00,127 St. John Street, , ,Portland,ME,4102,3072,1,http://www.rtprides.org/, ,53,265612,177,"Portland, ME", ,1500,136,Y,26, ,26, , ,100% Overall probable correctness,** Street-Level Rooftop **,-70.27879,43.648665,Yet To Be Contacted
88,10086,10086,1086,Cooperative Alliance for Seacoast Transportation,COAST, ,Active,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service, , , ,9/30/2016 0:00,1/31/2017 0:00,42 Sumner Drive, , ,Dover,NH,3820,5451,1,http://www.coastbus.org/,5156,368,166975,331,"Dover-Rochester, NH-ME", ,1326,66,Y,18, ,18, , ,100% Overall probable correctness,** Street-Level Rooftop **,-70.900526,43.180383,Yet To Be Contacted
89,10096,10096,1096,City of Bangor - BAT Community Connector,BAT, ,Active,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation", , , ,6/30/2016 0:00,10/31/2016 0:00,73 Harlow Street, , ,Bangor,ME,4401, ,1,http://www.bangormaine.gov/,7140,29,55500,441,"Bangor, ME", ,1440,43,Y,14, ,14, , ,100% Overall probable correctness,** Street-Level Rooftop **,-68.770314,44.803413,Yet To Be Contacted
90,10099,10099,1099,York County Community Action Corporation,YCCAC, ,Active,Reduced Reporter,Urban,Private-Non-Profit Corporation, , , ,10/31/2016 0:00,4/30/2017 0:00,6 Spruce Street, ,72,Sanford,ME,4073,72,1,http://www.yccac.org/, ,90,96189,329,"Portsmouth, NH-ME", ,952,93,N,21, ,21, , ,100% Overall probable correctness,** Street-Level Rooftop **,-70.771106,43.442517,Yet To Be Contacted
91,10102,10102,1102,Connecticut Department of Transportation,CDOT, ,Active,Full Reporter,Urban,State Government Unit or Department of Transportation, , , ,6/30/2016 0:00,10/31/2016 0:00,2800 Berlin Turnpike, , ,Newington,CT,6131,7546,1,http://www.ct.gov/dot/,1334,171,448608,47,"Hartford, CT", ,1792,516,Y,0,43,43, , ,100% Overall probable correctness,** Street-Level Rooftop **,-72.715597,41.673137,Yet To Be Contacted
92,10107,10107,1107,Milford Transit District,MTD, ,Active,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service, , , ,6/30/2016 0:00,10/31/2016 0:00,259 Research Drive, , ,Milford,CT,6460, ,1,http://www.milfordtransit.com/,1755,24,52759,48,"Bridgeport-Stamford, CT-NY", ,1981,466,Y,14, ,14, , ,100% Overall probable correctness,** Street-Level Rooftop **,-73.012049,41.241396,Yet To Be Contacted
93,10115,10115,1115,Northern New England Passenger Rail Authority,NNEPRA, ,Active,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service, , , ,6/30/2016 0:00,10/31/2016 0:00,75 West Commercial Street,Suite 104, ,Portland,ME,4101, ,1,http://www.amtrakdowneaster.com/,5691,3706,1431087,177,"Portland, ME", ,1500,136,Y,0,20,20, , ,100% Overall probable correctness,**  Centroid Lat/Long   **,-70.250532,43.657207,Yet To Be Contacted
94,10117,10117,1117,Plymouth & Brockton Street Railway Company,pbsr, ,Active,Reduced Reporter,Urban,Private-For-Profit Corporation, , , ,12/31/2016 0:00,4/30/2017 0:00,8 Industrial Park Road, , ,Plymouth,MA,2360, ,1,http://www.p-b.com/, ,1057,718439,10,"Boston, MA-NH-RI", ,2232,1873,Y,17, ,17, , ,100% Overall probable correctness,** Street-Level Rooftop **,-70.698374,41.962994,Yet To Be Contacted
95,10119,10119,1119,University Of New Hampshire - University Transportation Services,UNH UTS, ,Active,Full Reporter,Urban,University, , , ,6/30/2016 0:00,10/31/2016 0:00,295 Mast Road,Visitor Information Center, ,Durham,NH,3824,4728,1,http://www.unh.edu/transportation/,6168,68,111590,331,"Dover-Rochester, NH-ME", ,1326,66,Y,25, ,25, , ,100% Overall probable correctness,** Street-Level Rooftop **,-70.94022,43.142312,Yet To Be Contacted
96,10121,10121,1121,Androscoggin Valley Council of Governments,AVCOG, ,Active,Planning Reporter,Urban,"MPO, COG or Other Planning Agency", , , ,9/30/2016 0:00,1/31/2017 0:00,125 Manley Road, , ,Auburn,ME,4210, ,1,http://www.AVCOG.org/, ,0,0,446,"Lewiston, ME", ,1678,35,N,0, ,0, , ,100% Overall probable correctness,** Street-Level Rooftop **,-70.259581,44.078541,Yet To Be Contacted
97,10123,10123,1123,Greater Derry Salem Cooperative Alliance for Regional Transportation,CART, ,Active,Reduced Reporter,Urban,Independent Public Agency or Authority of Transit Service, , , ,9/30/2016 0:00,1/31/2017 0:00,33 Geremonty Drive, , ,Salem,NH,3079, ,1,http://www.cart-rides.org/,6799,172,112897,10,"Boston, MA-NH-RI", ,2232,1873,Y,0,8,8, , ,100% Overall probable correctness,** Street-Level Rooftop **,-71.209836,42.780195,Yet To Be Contacted
98,10127,10127,1127,City of Stamford, , ,Active,Building Reporter,Urban,"City, County or Local Government Unit or Department of Transportation", , , ,6/30/2016 0:00,10/31/2016 0:00,888 Washington Boulevard, ,10152,Stamford,CT,6904,2152,1,http://stamfordct.gov/,1751,0,0,48,"Bridgeport-Stamford, CT-NY", ,1981,466,N,0, ,0, , ,100% Overall probable correctness,** Street-Level Rooftop **,-73.542563,41.051603,Yet To Be Contacted
99,10128,10128,1128,Connecticut Department of Transportation- CTTransit Waterbury- NET, , ,Active,Full Reporter,Urban,"Subsidiary Unit of a Transit Agency, Reporting Separately", , , ,6/30/2016 0:00,10/31/2016 0:00,1717 Thomaston Avenue, ,4670,Waterbury,CT,6704, ,1,http://www.northeastbus.com/, ,116,238853,185,"Waterbury, CT", ,2155,90,Y,0,70,70, , ,100% Overall probable correctness,** Street-Level Rooftop **,-73.053836,41.591147,Yet To Be Contacted
100,10129,10129,1129,Massachusetts Department of Transportation,MassDOT, ,Inactive,Full Reporter,Urban,State Government Unit or Department of Transportation, , , ,6/30/2016 0:00,10/31/2016 0:00,10 Park Plaza, , ,Boston,MA,2116, ,1,http://www.mass.gov/massdot/,1349,7800,4181019,10,"Boston, MA-NH-RI", ,2232,1873,N,0,91,91, , ,100% Overall probable correctness,** Street-Level Rooftop **,-71.069041,42.351378,Yet To Be Contacted
101,10130,10130,1130,Connecticut Department of Transportation -CTTRANSIT New Britain, , ,Active,Full Reporter,Urban,Private Provider Reporting on Behalf of a Public Entity, , , ,6/30/2016 0:00,10/31/2016 0:00,257 Woodlawn Road, , ,Berlin,CT,6037, ,1,http://www.nbtrans.com/, ,81,203562,47,"Hartford, CT", ,1792,516,N,0,13,13, , ,100% Overall probable correctness,** Street-Level Rooftop **,-72.745879,41.63201,Yet To Be Contacted
102,10132,10132,1132,State of Connecticut - CTTransit - Nason - Torrington-Winsted,Nason Partners, ,Active,Reduced Reporter,Urban,Private-For-Profit Corporation, , , ,6/30/2016 0:00,10/31/2016 0:00,"Nason Partners, LLC, dba Kelley Transit Company", ,237,Torrington,CT,6790, ,1,http://www.kelleytransit.com/, ,74,47692,47,"Hartford, CT", ,1792,516,Y,0,4,4, , ,Insufficient or Blank address,**  Centroid Lat/Long   **,-73.1108,41.8186,Yet To Be Contacted
103,10133,10133,1133,"Boston Express Bus, Inc.",BX, ,Active,Reduced Reporter,Urban,Private-For-Profit Corporation, , , ,12/31/2016 0:00,4/30/2017 0:00,7 Langdon St., , ,Concord,NH,3301, ,1,http://www.bostonexpressbus.com/,1385,502,460516,10,"Boston, MA-NH-RI", ,2232,1873,N,24, ,24, , ,100% Overall probable correctness,** Street-Level Rooftop **,-71.53072,43.190641,Yet To Be Contacted
104,10178,10178,1156,Town of Bedford, , ,Active,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation", , , ,6/30/2016 0:00,10/31/2016 0:00,12 Mudge Way, , ,Bedford,MA,1730, ,1,http://www.bedfordma.gov/,0,14,14329,10,"Boston, MA-NH-RI", ,2232,1873, ,1, ,1, , ,100% Overall probable correctness,** Street-Level Rooftop **,-71.281905,42.492153,Yet To Be Contacted
105,10179,10179,1157,City of Beverly, , ,Active,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation", , , ,6/30/2016 0:00,10/31/2016 0:00,191 Cabot Street, , ,Beverly,MA,1915, ,1,http://www.beverlyma.gov/,0,25,39502,10,"Boston, MA-NH-RI", ,2232,1873, ,0,2,2, , ,100% Overall probable correctness,** Street-Level Rooftop **,-70.878725,42.547822,Yet To Be Contacted
106,10180,10180,1158,City of Burlington, , ,Active,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation", , , ,6/30/2016 0:00,10/31/2016 0:00,25 Center Street, , ,Burlington,MA,1803, ,1,http://www.burlington.org/residents/burlington_public_transit.php,0,25,24498,10,"Boston, MA-NH-RI", ,2232,1873, ,0,3,3, , ,100% Overall probable correctness,** Street-Level Rooftop **,-71.194368,42.50634,Yet To Be Contacted
107,10181,10181,1159,Town of Lexington,Lexpess, ,Active,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation", , , ,6/30/2016 0:00,10/31/2016 0:00,Lexpress,39 Marrett Road, ,Lexington,MA,2421, ,1,http://www.lexpress.us/,0,25,51875,10,"Boston, MA-NH-RI", ,2232,1873, ,0,3,3, , ,100% Overall probable correctness,** Street-Level Rooftop **,-71.214842,42.435916,Yet To Be Contacted
108,10182,10182,1160,"Mission Hill Link, Inc.", , ,Active,Reduced Reporter,Urban,Private-Non-Profit Corporation, , , ,6/30/2016 0:00,10/31/2016 0:00, , ,200868,Boston,MA,2122, ,1, ,0,10,24237,10,"Boston, MA-NH-RI", ,2232,1873, ,0,1,1, , ,Insufficient or Blank address,**  Centroid Lat/Long   **,-71.0545,42.2981,Yet To Be Contacted
109,10183,10183, ,"Woods Hole, Martha's Vineyard and Nantucket Steamship Authority",WHMVNSSA, ,Active,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service, , , ,12/31/2016 0:00,4/30/2017 0:00,P.O. Box 284, , ,Woods Hole,MA,2543, ,1,www.steamshipauthority.com, ,2100,242595,152,"Barnstable Town, MA", ,890,277,N,34, ,34, , ,100% Overall probable correctness,**  Centroid Lat/Long   **,-70.6531,41.5466,Yet To Be Contacted
110,10184,10184, ,The Mashpee Wampanoag Tribe, , ,Active,Reduced Reporter,Tribal,Tribe, , , ,12/31/2016 0:00,4/30/2017 0:00,483 Great Neck Road South, , ,Mashpee,MA,2649, ,1,www.mashpeewampanoagtribe.com, ,98,445980,152,"Barnstable Town, MA", ,890,277, ,3, ,3, , ,100% Overall probable correctness,** Street-Level Rooftop **,-70.475307,41.594222,Yet To Be Contacted
111,10185,10185, ,Adams Council on Aging, , ,Active,Reduced Reporter,Urban,Area Agency on Aging, , , ,6/30/2016 0:00,10/31/2016 0:00,3 Hoosac Street, , ,Adams,MA,1220, ,1,http://adamsma.virtualtownhall.net/Public_Documents/AdamsMA_Aging/index, ,384,127500,448,"Pittsfield, MA", ,1765,34, ,2, ,2, , ,100% Overall probable correctness,** Street-Level Rooftop **,-73.117468,42.624793,Yet To Be Contacted
